comune_1,comune_2,similarità_anni di attività,similarità_azioni eseguite (voci della tassonomia),similarità_macroambiti dei piani,similarità_densità (ab. / km2),similarità_popolazione (al 2022),similarità_campi dei piani,similarità_saldo popolazione 1992-2022,similarità_altitudine,similarità_distanza dal capoluogo,similarità_Media generale,similarità Media Caratteristiche comunali,similarità Media Piani comunali
Orbassano,Todi,0.333,0.311,0.8,,,0.462,,0.99369100736456,,0.322,0.0,0.476
Orbassano,Todi,0.333,0.311,0.8,,,0.462,,0.99369100736456,,0.322,0.0,0.476
Orbassano,Todi,0.333,0.311,0.8,,,0.462,,0.99369100736456,,0.322,0.0,0.476
Orbassano,Todi,0.333,0.311,0.8,,,0.462,,0.99369100736456,,0.322,0.0,0.476
Orbassano,Todi,0.333,0.311,0.8,,,0.462,,0.99369100736456,,0.322,0.0,0.476
Orbassano,Todi,0.333,0.311,0.8,,,0.462,,0.99369100736456,,0.322,0.0,0.476
Orbassano,Todi,0.333,0.311,0.8,,,0.462,,0.99369100736456,,0.322,0.0,0.476
Orbassano,Todi,0.333,0.311,0.8,,,0.462,,0.99369100736456,,0.322,0.0,0.476
Orbassano,Todi,0.333,0.311,0.8,,,0.462,,0.99369100736456,,0.322,0.0,0.476
Orbassano,Todi,0.333,0.311,0.8,,,0.462,,0.99369100736456,,0.322,0.0,0.476
Orbassano,Todi,0.333,0.311,0.8,,,0.462,,0.99369100736456,,0.322,0.0,0.476
Orbassano,Todi,0.333,0.311,0.8,,,0.462,,0.99369100736456,,0.322,0.0,0.476
Orbassano,Todi,0.333,0.311,0.8,,,0.462,,0.99369100736456,,0.322,0.0,0.476
Orbassano,Todi,0.333,0.311,0.8,,,0.462,,0.99369100736456,,0.322,0.0,0.476
Orbassano,Todi,0.333,0.311,0.8,,,0.462,,0.99369100736456,,0.322,0.0,0.476
Orbassano,Todi,0.333,0.311,0.8,,,0.462,,0.99369100736456,,0.322,0.0,0.476
Orbassano,Todi,0.333,0.311,0.8,,,0.462,,0.99369100736456,,0.322,0.0,0.476
Orbassano,Todi,0.333,0.311,0.8,,,0.462,,0.99369100736456,,0.322,0.0,0.476
Orbassano,Todi,0.333,0.311,0.8,,,0.462,,0.99369100736456,,0.322,0.0,0.476
Orbassano,Todi,0.333,0.311,0.8,,,0.462,,0.99369100736456,,0.322,0.0,0.476
Orbassano,Todi,0.333,0.311,0.8,,,0.462,,0.99369100736456,,0.322,0.0,0.476
Orbassano,Todi,0.333,0.311,0.8,,,0.462,,0.99369100736456,,0.322,0.0,0.476
Orbassano,Todi,0.333,0.311,0.8,,,0.462,,0.99369100736456,,0.322,0.0,0.476
Orbassano,Todi,0.333,0.311,0.8,,,0.462,,0.99369100736456,,0.322,0.0,0.476
Orbassano,Todi,0.333,0.311,0.8,,,0.462,,0.99369100736456,,0.322,0.0,0.476
Orbassano,Todi,0.333,0.311,0.8,,,0.462,,0.99369100736456,,0.322,0.0,0.476
Orbassano,Todi,0.333,0.311,0.8,,,0.462,,0.99369100736456,,0.322,0.0,0.476
Orbassano,Todi,0.333,0.311,0.8,,,0.462,,0.99369100736456,,0.322,0.0,0.476
Orbassano,Todi,0.333,0.311,0.8,,,0.462,,0.99369100736456,,0.322,0.0,0.476
Orbassano,Todi,0.333,0.311,0.8,,,0.462,,0.99369100736456,,0.322,0.0,0.476
Orbassano,Todi,0.333,0.311,0.8,,,0.462,,0.99369100736456,,0.322,0.0,0.476
Orbassano,Todi,0.333,0.311,0.8,,,0.462,,0.99369100736456,,0.322,0.0,0.476
Orbassano,Todi,0.333,0.311,0.8,,,0.462,,0.99369100736456,,0.322,0.0,0.476
Orbassano,Todi,0.333,0.311,0.8,,,0.462,,0.99369100736456,,0.322,0.0,0.476
Orbassano,Todi,0.333,0.311,0.8,,,0.462,,0.99369100736456,,0.322,0.0,0.476
Orbassano,Todi,0.333,0.311,0.8,,,0.462,,0.99369100736456,,0.322,0.0,0.476
Orbassano,Todi,0.333,0.311,0.8,,,0.462,,0.99369100736456,,0.322,0.0,0.476
Orbassano,Todi,0.333,0.311,0.8,,,0.462,,0.99369100736456,,0.322,0.0,0.476
Orbassano,Todi,0.333,0.311,0.8,,,0.462,,0.99369100736456,,0.322,0.0,0.476
Orbassano,Todi,0.333,0.311,0.8,,,0.462,,0.99369100736456,,0.322,0.0,0.476
Pontremoli,Todi,0.667,0.191,0.8,,,0.385,,0.8216912740201437,,0.318,0.0,0.511
Todi,Quartucciu,0.333,0.163,0.8,,,0.6,,0.9220736043951778,,0.313,0.0,0.474
Todi,Ghilarza,0.333,0.189,0.8,,,0.5,,0.9831315202245291,,0.312,0.0,0.456
Todi,Nuoro,0.333,0.298,0.8,,,0.467,,0.9006386798533116,,0.311,0.0,0.474
Todi,Uri,0.333,0.214,0.8,,,0.467,,0.9410695777714794,,0.306,0.0,0.454
Todi,Uri,0.333,0.214,0.8,,,0.467,,0.9410695777714794,,0.306,0.0,0.454
Todi,Uri,0.333,0.217,0.8,,,0.467,,0.9410695777714794,,0.306,0.0,0.454
Todi,Uri,0.333,0.217,0.8,,,0.467,,0.9410695777714794,,0.306,0.0,0.454
Todi,Uri,0.333,0.217,0.8,,,0.467,,0.9410695777714794,,0.306,0.0,0.454
Todi,Uri,0.333,0.217,0.8,,,0.467,,0.9410695777714794,,0.306,0.0,0.454
Todi,Uri,0.333,0.217,0.8,,,0.467,,0.9410695777714794,,0.306,0.0,0.454
Todi,Uri,0.333,0.214,0.8,,,0.467,,0.9410695777714794,,0.306,0.0,0.454
Todi,Uri,0.333,0.214,0.8,,,0.467,,0.9410695777714794,,0.306,0.0,0.454
Todi,Uri,0.333,0.214,0.8,,,0.467,,0.9410695777714794,,0.306,0.0,0.454
Todi,Uri,0.333,0.214,0.8,,,0.467,,0.9410695777714794,,0.306,0.0,0.454
Todi,Uri,0.333,0.214,0.8,,,0.467,,0.9410695777714794,,0.306,0.0,0.454
Todi,Uri,0.333,0.214,0.8,,,0.467,,0.9410695777714794,,0.306,0.0,0.454
Todi,Uri,0.333,0.214,0.8,,,0.467,,0.9410695777714794,,0.306,0.0,0.454
Todi,Uri,0.333,0.214,0.8,,,0.467,,0.9410695777714794,,0.306,0.0,0.454
Todi,Uri,0.333,0.217,0.8,,,0.467,,0.9410695777714794,,0.306,0.0,0.454
Todi,Uri,0.333,0.217,0.8,,,0.467,,0.9410695777714794,,0.306,0.0,0.454
Todi,Uri,0.333,0.214,0.8,,,0.467,,0.9410695777714794,,0.306,0.0,0.454
Todi,Uri,0.333,0.214,0.8,,,0.467,,0.9410695777714794,,0.306,0.0,0.454
Todi,Uri,0.333,0.214,0.8,,,0.467,,0.9410695777714794,,0.306,0.0,0.454
Todi,Uri,0.333,0.214,0.8,,,0.467,,0.9410695777714794,,0.306,0.0,0.454
Todi,Uri,0.333,0.214,0.8,,,0.467,,0.9410695777714794,,0.306,0.0,0.454
Todi,Uri,0.333,0.214,0.8,,,0.467,,0.9410695777714794,,0.306,0.0,0.454
Todi,Uri,0.333,0.214,0.8,,,0.467,,0.9410695777714794,,0.306,0.0,0.454
Todi,Uri,0.333,0.214,0.8,,,0.467,,0.9410695777714794,,0.306,0.0,0.454
Todi,Uri,0.333,0.214,0.8,,,0.467,,0.9410695777714794,,0.306,0.0,0.454
Todi,Uri,0.333,0.214,0.8,,,0.467,,0.9410695777714794,,0.306,0.0,0.454
Todi,Uri,0.333,0.214,0.8,,,0.467,,0.9410695777714794,,0.306,0.0,0.454
Todi,Uri,0.333,0.217,0.8,,,0.467,,0.9410695777714794,,0.306,0.0,0.454
Todi,Uri,0.333,0.217,0.8,,,0.467,,0.9410695777714794,,0.306,0.0,0.454
Todi,Uri,0.333,0.217,0.8,,,0.467,,0.9410695777714794,,0.306,0.0,0.454
Todi,Uri,0.333,0.217,0.8,,,0.467,,0.9410695777714794,,0.306,0.0,0.454
Todi,Uri,0.333,0.217,0.8,,,0.467,,0.9410695777714794,,0.306,0.0,0.454
Todi,Uri,0.333,0.214,0.8,,,0.467,,0.9410695777714794,,0.306,0.0,0.454
Todi,Uri,0.333,0.214,0.8,,,0.467,,0.9410695777714794,,0.306,0.0,0.454
Todi,Uri,0.333,0.217,0.8,,,0.467,,0.9410695777714794,,0.306,0.0,0.454
Todi,Uri,0.333,0.217,0.8,,,0.467,,0.9410695777714794,,0.306,0.0,0.454
Todi,Uri,0.333,0.217,0.8,,,0.467,,0.9410695777714794,,0.306,0.0,0.454
Todi,Uri,0.333,0.217,0.8,,,0.467,,0.9410695777714794,,0.306,0.0,0.454
Todi,Uri,0.333,0.214,0.8,,,0.467,,0.9410695777714794,,0.306,0.0,0.454
Todi,Uri,0.333,0.214,0.8,,,0.467,,0.9410695777714794,,0.306,0.0,0.454
Todi,Uri,0.333,0.214,0.8,,,0.467,,0.9410695777714794,,0.306,0.0,0.454
Todi,Uri,0.333,0.214,0.8,,,0.467,,0.9410695777714794,,0.306,0.0,0.454
Todi,Uri,0.333,0.214,0.8,,,0.467,,0.9410695777714794,,0.306,0.0,0.454
Todi,Uri,0.333,0.214,0.8,,,0.467,,0.9410695777714794,,0.306,0.0,0.454
Todi,Uri,0.333,0.214,0.8,,,0.467,,0.9410695777714794,,0.306,0.0,0.454
Todi,Uri,0.333,0.217,0.8,,,0.467,,0.9410695777714794,,0.306,0.0,0.454
Todi,Uri,0.333,0.217,0.8,,,0.467,,0.9410695777714794,,0.306,0.0,0.454
Todi,Uri,0.333,0.217,0.8,,,0.467,,0.9410695777714794,,0.306,0.0,0.454
Todi,Uri,0.333,0.217,0.8,,,0.467,,0.9410695777714794,,0.306,0.0,0.454
Todi,Uri,0.333,0.217,0.8,,,0.467,,0.9410695777714794,,0.306,0.0,0.454
Todi,Uri,0.333,0.214,0.8,,,0.467,,0.9410695777714794,,0.306,0.0,0.454
Todi,Uri,0.333,0.214,0.8,,,0.467,,0.9410695777714794,,0.306,0.0,0.454
Todi,Uri,0.333,0.214,0.8,,,0.467,,0.9410695777714794,,0.306,0.0,0.454
Todi,Uri,0.333,0.214,0.8,,,0.467,,0.9410695777714794,,0.306,0.0,0.454
Todi,Uri,0.333,0.214,0.8,,,0.467,,0.9410695777714794,,0.306,0.0,0.454
Todi,Uri,0.333,0.214,0.8,,,0.467,,0.9410695777714794,,0.306,0.0,0.454
Todi,Uri,0.333,0.214,0.8,,,0.467,,0.9410695777714794,,0.306,0.0,0.454
Todi,Uri,0.333,0.214,0.8,,,0.467,,0.9410695777714794,,0.306,0.0,0.454
Todi,Uri,0.333,0.217,0.8,,,0.467,,0.9410695777714794,,0.306,0.0,0.454
Todi,Uri,0.333,0.214,0.8,,,0.467,,0.9410695777714794,,0.306,0.0,0.454
Todi,Uri,0.333,0.217,0.8,,,0.467,,0.9410695777714794,,0.306,0.0,0.454
Todi,Uri,0.333,0.217,0.8,,,0.467,,0.9410695777714794,,0.306,0.0,0.454
Todi,Uri,0.333,0.214,0.8,,,0.467,,0.9410695777714794,,0.306,0.0,0.454
Todi,Uri,0.333,0.214,0.8,,,0.467,,0.9410695777714794,,0.306,0.0,0.454
Todi,Uri,0.333,0.214,0.8,,,0.467,,0.9410695777714794,,0.306,0.0,0.454
Todi,Uri,0.333,0.214,0.8,,,0.467,,0.9410695777714794,,0.306,0.0,0.454
Todi,Uri,0.333,0.214,0.8,,,0.467,,0.9410695777714794,,0.306,0.0,0.454
Todi,Uri,0.333,0.214,0.8,,,0.467,,0.9410695777714794,,0.306,0.0,0.454
Todi,Uri,0.333,0.217,0.8,,,0.467,,0.9410695777714794,,0.306,0.0,0.454
Todi,Uri,0.333,0.214,0.8,,,0.467,,0.9410695777714794,,0.306,0.0,0.454
Todi,Uri,0.333,0.217,0.8,,,0.467,,0.9410695777714794,,0.306,0.0,0.454
Todi,Uri,0.333,0.217,0.8,,,0.467,,0.9410695777714794,,0.306,0.0,0.454
Todi,Uri,0.333,0.217,0.8,,,0.467,,0.9410695777714794,,0.306,0.0,0.454
Todi,Uri,0.333,0.217,0.8,,,0.467,,0.9410695777714794,,0.306,0.0,0.454
Todi,Uri,0.333,0.217,0.8,,,0.467,,0.9410695777714794,,0.306,0.0,0.454
Todi,Uri,0.333,0.217,0.8,,,0.467,,0.9410695777714794,,0.306,0.0,0.454
Todi,Uri,0.333,0.214,0.8,,,0.467,,0.9410695777714794,,0.306,0.0,0.454
Todi,Uri,0.333,0.217,0.8,,,0.467,,0.9410695777714794,,0.306,0.0,0.454
Todi,Uri,0.333,0.214,0.8,,,0.467,,0.9410695777714794,,0.306,0.0,0.454
Todi,Uri,0.333,0.217,0.8,,,0.467,,0.9410695777714794,,0.306,0.0,0.454
Todi,Uri,0.333,0.217,0.8,,,0.467,,0.9410695777714794,,0.306,0.0,0.454
Todi,Uri,0.333,0.217,0.8,,,0.467,,0.9410695777714794,,0.306,0.0,0.454
Todi,Uri,0.333,0.217,0.8,,,0.467,,0.9410695777714794,,0.306,0.0,0.454
Todi,Uri,0.333,0.217,0.8,,,0.467,,0.9410695777714794,,0.306,0.0,0.454
Todi,Uri,0.333,0.217,0.8,,,0.467,,0.9410695777714794,,0.306,0.0,0.454
Todi,Uri,0.333,0.217,0.8,,,0.467,,0.9410695777714794,,0.306,0.0,0.454
Todi,Uri,0.333,0.217,0.8,,,0.467,,0.9410695777714794,,0.306,0.0,0.454
Todi,Uri,0.333,0.217,0.8,,,0.467,,0.9410695777714794,,0.306,0.0,0.454
Todi,Uri,0.333,0.217,0.8,,,0.467,,0.9410695777714794,,0.306,0.0,0.454
Todi,Uri,0.333,0.217,0.8,,,0.467,,0.9410695777714794,,0.306,0.0,0.454
Todi,Uri,0.333,0.217,0.8,,,0.467,,0.9410695777714794,,0.306,0.0,0.454
Todi,Uri,0.333,0.217,0.8,,,0.467,,0.9410695777714794,,0.306,0.0,0.454
Todi,Uri,0.333,0.217,0.8,,,0.467,,0.9410695777714794,,0.306,0.0,0.454
Todi,Uri,0.333,0.217,0.8,,,0.467,,0.9410695777714794,,0.306,0.0,0.454
Todi,Uri,0.333,0.217,0.8,,,0.467,,0.9410695777714794,,0.306,0.0,0.454
Todi,Uri,0.333,0.217,0.8,,,0.467,,0.9410695777714794,,0.306,0.0,0.454
Todi,Uri,0.333,0.217,0.8,,,0.467,,0.9410695777714794,,0.306,0.0,0.454
Todi,Uri,0.333,0.217,0.8,,,0.467,,0.9410695777714794,,0.306,0.0,0.454
Todi,Uri,0.333,0.217,0.8,,,0.467,,0.9410695777714794,,0.306,0.0,0.454
Todi,Uri,0.333,0.217,0.8,,,0.467,,0.9410695777714794,,0.306,0.0,0.454
Todi,Uri,0.333,0.217,0.8,,,0.467,,0.9410695777714794,,0.306,0.0,0.454
Todi,Uri,0.333,0.217,0.8,,,0.467,,0.9410695777714794,,0.306,0.0,0.454
Todi,Uri,0.333,0.217,0.8,,,0.467,,0.9410695777714794,,0.306,0.0,0.454
Todi,Uri,0.333,0.214,0.8,,,0.467,,0.9410695777714794,,0.306,0.0,0.454
Todi,Uri,0.333,0.217,0.8,,,0.467,,0.9410695777714794,,0.306,0.0,0.454
Todi,Uri,0.333,0.217,0.8,,,0.467,,0.9410695777714794,,0.306,0.0,0.454
Todi,Uri,0.333,0.217,0.8,,,0.467,,0.9410695777714794,,0.306,0.0,0.454
Todi,Uri,0.333,0.217,0.8,,,0.467,,0.9410695777714794,,0.306,0.0,0.454
Todi,Uri,0.333,0.217,0.8,,,0.467,,0.9410695777714794,,0.306,0.0,0.454
Todi,Uri,0.333,0.217,0.8,,,0.467,,0.9410695777714794,,0.306,0.0,0.454
Todi,Uri,0.333,0.217,0.8,,,0.467,,0.9410695777714794,,0.306,0.0,0.454
Todi,Uri,0.333,0.217,0.8,,,0.467,,0.9410695777714794,,0.306,0.0,0.454
Todi,Uri,0.333,0.214,0.8,,,0.467,,0.9410695777714794,,0.306,0.0,0.454
Todi,Uri,0.333,0.214,0.8,,,0.467,,0.9410695777714794,,0.306,0.0,0.454
Todi,Uri,0.333,0.214,0.8,,,0.467,,0.9410695777714794,,0.306,0.0,0.454
Todi,Uri,0.333,0.214,0.8,,,0.467,,0.9410695777714794,,0.306,0.0,0.454
Todi,Uri,0.333,0.214,0.8,,,0.467,,0.9410695777714794,,0.306,0.0,0.454
Todi,Uri,0.333,0.214,0.8,,,0.467,,0.9410695777714794,,0.306,0.0,0.454
Todi,Uri,0.333,0.214,0.8,,,0.467,,0.9410695777714794,,0.306,0.0,0.454
Todi,Uri,0.333,0.214,0.8,,,0.467,,0.9410695777714794,,0.306,0.0,0.454
Todi,Uri,0.333,0.214,0.8,,,0.467,,0.9410695777714794,,0.306,0.0,0.454
Todi,Uri,0.333,0.214,0.8,,,0.467,,0.9410695777714794,,0.306,0.0,0.454
Todi,Uri,0.333,0.214,0.8,,,0.467,,0.9410695777714794,,0.306,0.0,0.454
Todi,Uri,0.333,0.214,0.8,,,0.467,,0.9410695777714794,,0.306,0.0,0.454
Todi,Uri,0.333,0.214,0.8,,,0.467,,0.9410695777714794,,0.306,0.0,0.454
Todi,Uri,0.333,0.214,0.8,,,0.467,,0.9410695777714794,,0.306,0.0,0.454
Todi,Uri,0.333,0.214,0.8,,,0.467,,0.9410695777714794,,0.306,0.0,0.454
Ascoli Piceno,Todi,0.333,0.182,0.8,,,0.462,,0.9668373103622225,,0.305,0.0,0.444
Cagnò,Todi,0.25,0.302,0.8,,,0.538,,0.8462032133894452,,0.304,0.0,0.473
Orbassano,Todi,0.333,0.133,0.8,,,0.462,,0.99369100736456,,0.302,0.0,0.432
Orbassano,Todi,0.333,0.133,0.8,,,0.462,,0.99369100736456,,0.302,0.0,0.432
Orbassano,Todi,0.333,0.133,0.8,,,0.462,,0.99369100736456,,0.302,0.0,0.432
Orbassano,Todi,0.333,0.133,0.8,,,0.462,,0.99369100736456,,0.302,0.0,0.432
Orbassano,Todi,0.333,0.133,0.8,,,0.462,,0.99369100736456,,0.302,0.0,0.432
Orbassano,Todi,0.333,0.133,0.8,,,0.462,,0.99369100736456,,0.302,0.0,0.432
Orbassano,Todi,0.333,0.133,0.8,,,0.462,,0.99369100736456,,0.302,0.0,0.432
Orbassano,Todi,0.333,0.133,0.8,,,0.462,,0.99369100736456,,0.302,0.0,0.432
Orbassano,Todi,0.333,0.133,0.8,,,0.462,,0.99369100736456,,0.302,0.0,0.432
Orbassano,Todi,0.333,0.133,0.8,,,0.462,,0.99369100736456,,0.302,0.0,0.432
Orbassano,Todi,0.333,0.133,0.8,,,0.462,,0.99369100736456,,0.302,0.0,0.432
Orbassano,Todi,0.333,0.133,0.8,,,0.462,,0.99369100736456,,0.302,0.0,0.432
Orbassano,Todi,0.333,0.133,0.8,,,0.462,,0.99369100736456,,0.302,0.0,0.432
Orbassano,Todi,0.333,0.133,0.8,,,0.462,,0.99369100736456,,0.302,0.0,0.432
Orbassano,Todi,0.333,0.133,0.8,,,0.462,,0.99369100736456,,0.302,0.0,0.432
Orbassano,Todi,0.333,0.133,0.8,,,0.462,,0.99369100736456,,0.302,0.0,0.432
Orbassano,Todi,0.333,0.133,0.8,,,0.462,,0.99369100736456,,0.302,0.0,0.432
Orbassano,Todi,0.333,0.133,0.8,,,0.462,,0.99369100736456,,0.302,0.0,0.432
Orbassano,Todi,0.333,0.133,0.8,,,0.462,,0.99369100736456,,0.302,0.0,0.432
Orbassano,Todi,0.333,0.133,0.8,,,0.462,,0.99369100736456,,0.302,0.0,0.432
Orbassano,Todi,0.333,0.133,0.8,,,0.462,,0.99369100736456,,0.302,0.0,0.432
Orbassano,Todi,0.333,0.133,0.8,,,0.462,,0.99369100736456,,0.302,0.0,0.432
Orbassano,Todi,0.333,0.133,0.8,,,0.462,,0.99369100736456,,0.302,0.0,0.432
Orbassano,Todi,0.333,0.133,0.8,,,0.462,,0.99369100736456,,0.302,0.0,0.432
Orbassano,Todi,0.333,0.133,0.8,,,0.462,,0.99369100736456,,0.302,0.0,0.432
Orbassano,Todi,0.333,0.133,0.8,,,0.462,,0.99369100736456,,0.302,0.0,0.432
Orbassano,Todi,0.333,0.133,0.8,,,0.462,,0.99369100736456,,0.302,0.0,0.432
Orbassano,Todi,0.333,0.133,0.8,,,0.462,,0.99369100736456,,0.302,0.0,0.432
Orbassano,Todi,0.333,0.133,0.8,,,0.462,,0.99369100736456,,0.302,0.0,0.432
Orbassano,Todi,0.333,0.133,0.8,,,0.462,,0.99369100736456,,0.302,0.0,0.432
Orbassano,Todi,0.333,0.133,0.8,,,0.462,,0.99369100736456,,0.302,0.0,0.432
Orbassano,Todi,0.333,0.133,0.8,,,0.462,,0.99369100736456,,0.302,0.0,0.432
Orbassano,Todi,0.333,0.133,0.8,,,0.462,,0.99369100736456,,0.302,0.0,0.432
Orbassano,Todi,0.333,0.133,0.8,,,0.462,,0.99369100736456,,0.302,0.0,0.432
Orbassano,Todi,0.333,0.133,0.8,,,0.462,,0.99369100736456,,0.302,0.0,0.432
Orbassano,Todi,0.333,0.133,0.8,,,0.462,,0.99369100736456,,0.302,0.0,0.432
Orbassano,Todi,0.333,0.133,0.8,,,0.462,,0.99369100736456,,0.302,0.0,0.432
Orbassano,Todi,0.333,0.133,0.8,,,0.462,,0.99369100736456,,0.302,0.0,0.432
Orbassano,Todi,0.333,0.133,0.8,,,0.462,,0.99369100736456,,0.302,0.0,0.432
Orbassano,Todi,0.333,0.133,0.8,,,0.462,,0.99369100736456,,0.302,0.0,0.432
Orbassano,Todi,0.333,0.133,0.8,,,0.462,,0.99369100736456,,0.302,0.0,0.432
Orbassano,Todi,0.333,0.133,0.8,,,0.462,,0.99369100736456,,0.302,0.0,0.432
Orbassano,Todi,0.333,0.133,0.8,,,0.462,,0.99369100736456,,0.302,0.0,0.432
Orbassano,Todi,0.333,0.133,0.8,,,0.462,,0.99369100736456,,0.302,0.0,0.432
Orbassano,Todi,0.333,0.133,0.8,,,0.462,,0.99369100736456,,0.302,0.0,0.432
Orbassano,Todi,0.333,0.133,0.8,,,0.462,,0.99369100736456,,0.302,0.0,0.432
Orbassano,Todi,0.333,0.133,0.8,,,0.462,,0.99369100736456,,0.302,0.0,0.432
Orbassano,Todi,0.333,0.133,0.8,,,0.462,,0.99369100736456,,0.302,0.0,0.432
Orbassano,Todi,0.333,0.133,0.8,,,0.462,,0.99369100736456,,0.302,0.0,0.432
Orbassano,Todi,0.333,0.133,0.8,,,0.462,,0.99369100736456,,0.302,0.0,0.432
Orbassano,Todi,0.333,0.133,0.8,,,0.462,,0.99369100736456,,0.302,0.0,0.432
Orbassano,Todi,0.333,0.133,0.8,,,0.462,,0.99369100736456,,0.302,0.0,0.432
Orbassano,Todi,0.333,0.133,0.8,,,0.462,,0.99369100736456,,0.302,0.0,0.432
Orbassano,Todi,0.333,0.133,0.8,,,0.462,,0.99369100736456,,0.302,0.0,0.432
Orbassano,Todi,0.333,0.133,0.8,,,0.462,,0.99369100736456,,0.302,0.0,0.432
Orbassano,Todi,0.333,0.133,0.8,,,0.462,,0.99369100736456,,0.302,0.0,0.432
Orbassano,Todi,0.333,0.133,0.8,,,0.462,,0.99369100736456,,0.302,0.0,0.432
Orbassano,Todi,0.333,0.133,0.8,,,0.462,,0.99369100736456,,0.302,0.0,0.432
Orbassano,Todi,0.333,0.133,0.8,,,0.462,,0.99369100736456,,0.302,0.0,0.432
Orbassano,Todi,0.333,0.133,0.8,,,0.462,,0.99369100736456,,0.302,0.0,0.432
Orbassano,Todi,0.333,0.133,0.8,,,0.462,,0.99369100736456,,0.302,0.0,0.432
Orbassano,Todi,0.333,0.133,0.8,,,0.462,,0.99369100736456,,0.302,0.0,0.432
Orbassano,Todi,0.333,0.133,0.8,,,0.462,,0.99369100736456,,0.302,0.0,0.432
Orbassano,Todi,0.333,0.133,0.8,,,0.462,,0.99369100736456,,0.302,0.0,0.432
Fossalta di Piave,Todi,0.333,0.122,0.8,,,0.533,,0.8918055268516133,,0.298,0.0,0.447
Noventa di Piave,Todi,0.333,0.122,0.8,,,0.533,,0.8914857132140543,,0.298,0.0,0.447
San Donà di Piave,Todi,0.333,0.122,0.8,,,0.533,,0.8906873172170615,,0.298,0.0,0.447
Varena,Todi,0.25,0.222,1.0,,,0.571,,0.6208744508689293,,0.296,0.0,0.511
Campodenno,Todi,0.333,0.174,0.8,,,0.615,,0.7044676643827853,,0.292,0.0,0.48
Musile di Piave,Todi,0.333,0.149,0.6,,,0.615,,0.8905959464421837,,0.288,0.0,0.424
Castelfondo,Todi,0.25,0.25,0.8,,,0.615,,0.6556739828545758,,0.286,0.0,0.479
Todi,Castelnuovo Cilento,0.333,0.149,0.4,,,0.4,,0.9202030581172861,,0.245,0.0,0.32
Codognè,Todi,0.333,0.091,0.4,,,0.231,,0.8990616078857996,,0.217,0.0,0.264
